timestamp;consommation_MW;production_MW;Q_total_MVAR;S_total_MVA;cos_phi;frequence_Hz;T1_P_MW;T1_Q_MVAR;T1_I_A;T2_P_MW;T2_Q_MVAR;T2_I_A;etat_reseau;nb_lignes_HT;zone_reseau;jour_type
2025-07-22T03:13:00;55971;56290;2088;56010;0.999;49.99;194.29;56.04;496.1;152.6;57.98;402.1;0;3;Sud;ouvrée
2025-07-22T03:14:00;55994;56622;2487;56049;0.999;50.04;182.78;63.75;457.6;152.39;57.63;349.0;0;4;Est;ouvrée
2025-07-22T03:15:00;56017;56185;1794;56046;0.999;49.95;191.57;53.6;545.6;190.84;44.42;608.2;0;4;Centre;ouvrée
2025-07-22T03:16:00;56040;56527;1712;56066;1.0;49.97;217.38;61.87;668.6;174.44;40.25;407.3;0;4;Ouest;ouvrée
2025-07-22T03:17:00;56063;56321;1907;56096;0.999;50.0;242.36;40.35;555.5;137.95;38.36;331.6;0;5;Centre;ouvrée
2025-07-22T03:18:00;56086;56455;2471;56140;0.999;49.97;181.16;45.85;416.8;191.95;42.59;687.8;0;4;Centre;ouvrée
2025-07-22T03:19:00;56108;56618;2077;56147;0.999;49.98;202.97;42.76;423.5;144.01;40.66;322.8;0;4;Ouest;ouvrée
2025-07-22T03:20:00;56131;56459;1787;56159;0.999;49.99;210.15;53.14;582.9;183.5;50.54;477.0;0;3;Est;ouvrée
2025-07-22T03:21:00;56153;56576;2193;56196;0.999;49.96;170.22;46.41;391.6;185.96;49.2;465.4;0;5;Est;ouvrée
2025-07-22T03:22:00;56176;56877;1559;56197;1.0;49.97;200.61;57.3;520.0;202.14;50.92;600.3;0;4;Est;ouvrée
2025-07-22T03:23:00;56198;56582;2272;56244;0.999;50.02;156.03;40.69;339.5;224.54;57.59;506.0;0;3;Ouest;ouvrée
2025-07-22T03:24:00;56220;56887;2163;56261;0.999;49.96;146.93;50.43;325.7;145.88;63.63;454.9;0;3;Sud;ouvrée
2025-07-22T03:25:00;56242;56516;1876;56273;0.999;49.95;211.0;56.87;513.9;178.69;46.25;423.8;0;4;Nord;ouvrée
2025-07-22T03:26:00;56263;56869;1664;56288;1.0;49.98;188.48;29.35;492.1;173.09;55.99;411.1;0;5;Sud;ouvrée
2025-07-22T03:27:00;56285;57073;1645;56309;1.0;50.02;206.07;71.22;459.9;190.84;41.48;576.1;0;2;Sud;ouvrée
2025-07-22T03:28:00;56307;56312;2213;56350;0.999;49.99;199.46;47.17;461.4;185.39;56.85;386.9;0;2;Centre;ouvrée
2025-07-22T03:29:00;56328;56669;2491;56383;0.999;49.99;170.71;29.75;466.7;171.19;55.62;437.2;0;5;Nord;ouvrée
2025-07-22T03:30:00;56349;56965;1745;56376;1.0;50.0;198.64;51.58;595.4;168.98;55.08;409.4;0;5;Est;ouvrée
2025-07-22T03:31:00;56371;56830;2183;56413;0.999;49.95;163.01;50.33;422.8;152.09;45.94;500.9;0;3;Sud;ouvrée
2025-07-22T03:32:00;56392;56966;1165;56404;1.0;50.01;241.73;49.18;508.1;204.7;38.32;421.3;0;3;Ouest;ouvrée
2025-07-22T03:33:00;56413;56792;1766;56440;1.0;50.01;159.32;59.91;348.4;191.48;31.05;600.7;0;4;Sud;ouvrée
2025-07-22T03:34:00;56433;56951;1987;56468;0.999;49.99;194.13;57.47;563.7;202.94;44.6;470.6;0;3;Est;ouvrée
2025-07-22T03:35:00;56454;56923;1636;56478;1.0;50.03;168.73;52.98;493.9;172.24;60.33;521.5;0;5;Sud;ouvrée
2025-07-22T03:36:00;56475;57208;1625;56498;1.0;49.97;217.11;54.5;468.2;163.58;41.9;468.6;0;2;Centre;ouvrée
2025-07-22T03:37:00;56495;57046;1732;56522;1.0;50.03;190.06;48.96;553.7;153.04;52.85;364.9;0;2;Centre;ouvrée
2025-07-22T03:38:00;56515;57083;2116;56555;0.999;50.0;184.44;67.75;433.5;188.97;53.44;438.1;0;3;Sud;ouvrée
2025-07-22T03:39:00;56536;56953;1925;56568;0.999;49.99;225.6;35.21;611.0;154.01;42.16;486.7;0;3;Centre;ouvrée
2025-07-22T03:40:00;56556;56958;1104;56567;1.0;50.0;200.88;51.4;417.8;226.22;58.16;520.6;0;2;Ouest;ouvrée
2025-07-22T03:41:00;56576;56989;1151;56587;1.0;50.0;215.5;50.65;596.2;147.31;15.91;340.8;0;2;Nord;ouvrée
2025-07-22T03:42:00;56596;57174;1757;56623;1.0;50.04;170.56;58.13;373.1;186.84;32.77;560.9;0;4;Sud;ouvrée
2025-07-22T03:43:00;56615;57031;2183;56657;0.999;49.97;157.86;41.56;385.7;219.17;35.84;476.5;0;2;Ouest;ouvrée
2025-07-22T03:44:00;56635;57193;900;56642;1.0;49.98;203.22;32.56;492.5;194.98;36.8;634.8;0;5;Ouest;ouvrée
2025-07-22T03:45:00;56654;57569;1800;56683;0.999;50.03;190.43;51.57;631.7;184.39;48.36;528.7;0;3;Ouest;ouvrée
2025-07-22T03:46:00;56674;57348;1789;56702;1.0;49.98;218.79;52.81;754.8;155.79;47.9;385.7;0;4;Est;ouvrée
2025-07-22T03:47:00;56693;57128;2555;56750;0.999;50.03;197.6;64.9;508.0;145.46;48.94;431.2;0;3;Sud;ouvrée
2025-07-22T03:48:00;56712;57452;1845;56742;0.999;50.05;206.15;37.3;500.0;199.25;50.96;506.8;0;3;Sud;ouvrée
2025-07-22T03:49:00;56731;57149;2153;56772;0.999;49.99;151.3;61.55;440.2;217.65;35.5;555.2;0;4;Sud;ouvrée
2025-07-22T03:50:00;56750;56842;2056;56787;0.999;50.02;256.65;73.67;742.7;169.03;32.82;456.0;0;4;Nord;ouvrée
2025-07-22T03:51:00;56768;57067;1147;56780;1.0;49.97;195.07;46.22;455.7;151.52;48.96;359.4;0;4;Ouest;ouvrée
2025-07-22T03:52:00;56787;56913;2307;56834;0.999;50.02;220.93;37.09;516.0;118.55;38.7;321.6;0;4;Sud;ouvrée
2025-07-22T03:53:00;56805;57235;2086;56844;0.999;50.01;174.92;45.93;445.0;155.48;29.3;397.1;0;4;Centre;ouvrée
2025-07-22T03:54:00;56824;57327;2203;56866;0.999;50.01;209.24;50.14;476.6;177.16;54.71;405.1;0;3;Est;ouvrée
2025-07-22T03:55:00;56842;57677;3570;56954;0.998;49.98;160.91;55.64;471.5;219.98;58.95;524.3;0;5;Nord;ouvrée
2025-07-22T03:56:00;56860;57425;1166;56872;1.0;49.95;213.56;44.09;558.8;196.83;60.57;469.4;0;4;Est;ouvrée
2025-07-22T03:57:00;56878;57334;2689;56941;0.999;50.02;189.32;65.55;392.5;187.63;46.87;581.7;0;5;Ouest;ouvrée
2025-07-22T03:58:00;56895;57561;1885;56927;0.999;49.94;200.88;38.85;497.9;170.0;51.26;418.5;0;5;Centre;ouvrée
2025-07-22T03:59:00;56913;56971;2114;56952;0.999;49.99;220.94;32.61;543.8;165.42;58.7;492.2;0;2;Ouest;ouvrée
2025-07-22T04:00:00;56931;57478;1981;56965;0.999;50.03;163.02;61.07;316.4;215.14;38.59;681.0;0;3;Sud;ouvrée
2025-07-22T04:01:00;56948;57602;1830;56977;0.999;50.01;179.47;27.25;543.8;185.02;56.11;491.5;0;4;Est;ouvrée
2025-07-22T04:02:00;56965;57170;1772;56993;1.0;50.06;213.72;47.96;485.9;127.43;47.75;380.6;0;4;Centre;ouvrée
2025-07-22T04:03:00;56982;57711;2131;57022;0.999;50.03;262.95;81.18;544.2;163.16;54.14;388.9;0;4;Est;ouvrée
2025-07-22T04:04:00;56999;57567;1393;57016;1.0;49.98;195.86;49.88;510.4;158.54;46.86;376.8;0;4;Nord;ouvrée
2025-07-22T04:05:00;57016;57433;2300;57063;0.999;50.0;217.73;38.79;491.5;166.34;57.96;583.9;0;3;Centre;ouvrée
2025-07-22T04:06:00;57033;57659;1833;57062;0.999;50.0;196.79;49.43;560.8;194.07;47.24;573.2;0;2;Nord;ouvrée
2025-07-22T04:07:00;57049;58004;1547;57070;1.0;49.95;258.27;49.49;706.3;177.31;30.16;577.5;0;2;Centre;ouvrée
2025-07-22T04:08:00;57066;57602;1819;57095;0.999;49.97;147.58;51.61;352.0;178.08;59.52;499.0;0;4;Sud;ouvrée
2025-07-22T04:09:00;57082;57632;2502;57137;0.999;49.98;202.84;56.62;461.1;212.84;35.52;528.4;0;4;Est;ouvrée
2025-07-22T04:10:00;57098;57507;1785;57126;1.0;49.94;151.23;39.61;331.6;162.59;57.53;442.0;0;3;Est;ouvrée
2025-07-22T04:11:00;57114;57444;2143;57155;0.999;50.0;124.8;66.88;260.8;226.6;44.1;646.5;0;4;Ouest;ouvrée
2025-07-22T04:12:00;57130;57796;1707;57156;1.0;49.99;208.92;52.45;526.8;163.22;56.76;366.8;0;2;Centre;ouvrée
2025-07-22T04:13:00;57146;57475;2303;57192;0.999;49.95;204.18;57.27;444.2;182.23;56.35;688.3;0;2;Centre;ouvrée
2025-07-22T04:14:00;57162;57676;2274;57207;0.999;50.01;191.45;43.72;500.0;172.97;49.3;391.5;0;4;Nord;ouvrée
2025-07-22T04:15:00;57177;57582;2739;57243;0.999;50.02;196.81;62.86;442.2;183.09;50.09;519.0;0;3;Centre;ouvrée
2025-07-22T04:16:00;57193;57788;1929;57225;0.999;50.01;292.95;47.43;713.9;191.11;49.23;508.2;0;4;Est;ouvrée
2025-07-22T04:17:00;57208;57775;2267;57253;0.999;49.99;192.25;52.78;455.3;190.85;24.86;539.7;0;5;Centre;ouvrée
2025-07-22T04:18:00;57223;57930;2039;57259;0.999;50.02;215.3;40.67;511.2;161.17;46.18;352.6;0;5;Ouest;ouvrée
2025-07-22T04:19:00;57238;57636;2518;57293;0.999;50.02;180.52;40.03;564.5;151.93;33.84;477.1;0;2;Ouest;ouvrée
2025-07-22T04:20:00;57253;57699;1712;57278;1.0;50.01;208.86;56.88;607.5;242.58;46.71;637.4;0;3;Est;ouvrée
2025-07-22T04:21:00;57267;57572;2298;57313;0.999;49.98;192.85;45.56;476.0;167.9;33.57;413.2;0;4;Est;ouvrée
2025-07-22T04:22:00;57282;57693;1922;57314;0.999;50.01;187.68;41.46;594.6;197.48;33.15;659.5;0;4;Est;ouvrée
2025-07-22T04:23:00;57296;57872;1974;57330;0.999;50.04;254.57;43.57;576.5;139.81;61.05;418.6;0;4;Centre;ouvrée
2025-07-22T04:24:00;57310;57962;2036;57347;0.999;49.98;235.32;56.99;530.5;173.01;55.69;464.3;0;3;Centre;ouvrée
2025-07-22T04:25:00;57325;57640;2100;57363;0.999;50.06;204.1;43.71;490.2;176.82;44.96;526.8;0;2;Sud;ouvrée
2025-07-22T04:26:00;57339;58012;1953;57372;0.999;49.98;130.87;48.82;380.5;191.82;46.85;565.5;0;4;Nord;ouvrée
2025-07-22T04:27:00;57352;58124;2085;57390;0.999;50.0;189.17;50.15;403.3;111.94;42.52;308.8;0;4;Centre;ouvrée
2025-07-22T04:28:00;57366;57949;2631;57426;0.999;49.98;281.09;30.83;560.1;184.15;50.7;446.5;0;3;Sud;ouvrée
2025-07-22T04:29:00;57380;58255;2394;57430;0.999;50.01;193.08;35.29;474.0;151.26;38.24;416.8;0;2;Sud;ouvrée
2025-07-22T04:30:00;57393;57738;2347;57441;0.999;49.95;233.1;53.36;547.8;188.11;54.94;433.5;0;4;Ouest;ouvrée
2025-07-22T04:31:00;57406;57657;1817;57435;0.999;49.98;243.26;42.63;593.2;154.09;42.47;466.8;0;3;Centre;ouvrée
2025-07-22T04:32:00;57419;57564;1644;57443;1.0;49.97;206.57;60.57;484.3;158.61;40.8;499.7;0;2;Sud;ouvrée
2025-07-22T04:33:00;57432;58232;2382;57482;0.999;50.0;174.75;59.67;443.5;173.16;45.22;363.5;0;2;Ouest;ouvrée
2025-07-22T04:34:00;57445;58076;2350;57493;0.999;50.03;126.94;57.19;318.7;153.69;39.09;442.8;0;3;Nord;ouvrée
2025-07-22T04:35:00;57458;57947;2589;57516;0.999;50.02;220.52;68.2;495.2;168.11;48.29;534.6;0;4;Ouest;ouvrée
2025-07-22T04:36:00;57471;58027;1758;57497;1.0;49.93;175.56;49.17;339.4;150.17;39.63;512.7;0;3;Nord;ouvrée
2025-07-22T04:37:00;57483;57758;1908;57515;0.999;50.06;205.28;56.49;622.1;134.17;49.69;309.3;0;2;Est;ouvrée
2025-07-22T04:38:00;57495;58484;1344;57511;1.0;50.01;162.51;44.16;411.6;205.45;57.16;566.1;0;2;Est;ouvrée
2025-07-22T04:39:00;57507;58033;1843;57537;0.999;49.98;192.04;74.52;563.2;147.6;37.81;401.8;0;3;Ouest;ouvrée
2025-07-22T04:40:00;57519;58041;2398;57569;0.999;50.0;201.01;69.84;419.1;175.53;43.69;471.8;0;4;Est;ouvrée
2025-07-22T04:41:00;57531;58176;1813;57560;1.0;50.01;208.06;50.12;561.4;198.82;49.61;461.7;0;2;Centre;ouvrée
2025-07-22T04:42:00;57543;58139;2256;57587;0.999;49.98;166.56;53.87;508.0;164.63;40.64;443.7;0;4;Ouest;ouvrée
2025-07-22T04:43:00;57554;58099;1923;57587;0.999;50.01;235.91;63.59;546.2;159.37;49.64;320.5;0;2;Sud;ouvrée
2025-07-22T04:44:00;57566;57908;2129;57605;0.999;49.98;182.09;48.53;373.7;185.66;50.55;480.1;0;3;Centre;ouvrée
2025-07-22T04:45:00;57577;58171;1540;57598;1.0;49.99;149.77;43.43;345.7;207.95;55.83;480.2;0;2;Ouest;ouvrée
2025-07-22T04:46:00;57588;58465;2034;57624;0.999;49.98;196.73;58.74;479.5;150.77;38.94;358.7;0;2;Nord;ouvrée
2025-07-22T04:47:00;57599;58368;803;57605;1.0;49.96;201.03;50.78;478.1;176.25;35.57;466.0;0;4;Est;ouvrée
2025-07-22T04:48:00;57610;58429;1925;57642;0.999;50.0;204.82;51.83;435.1;136.69;41.92;389.8;0;3;Est;ouvrée
2025-07-22T04:49:00;57621;58019;1347;57637;1.0;50.02;240.86;41.66;676.0;170.17;35.32;429.1;0;5;Est;ouvrée
2025-07-22T04:50:00;57631;57933;2482;57685;0.999;50.02;192.91;32.82;489.1;180.86;50.64;446.0;0;2;Ouest;ouvrée
2025-07-22T04:51:00;57642;58117;2310;57688;0.999;50.02;196.41;52.36;520.5;158.63;33.38;451.5;0;2;Centre;ouvrée
2025-07-22T04:52:00;57652;58163;2186;57693;0.999;50.01;166.9;59.05;488.6;168.58;68.33;434.1;0;3;Nord;ouvrée
2025-07-22T04:53:00;57662;58381;2608;57721;0.999;49.98;224.62;47.74;585.6;144.79;57.96;327.7;0;4;Est;ouvrée
2025-07-22T04:54:00;57672;57834;1620;57695;1.0;50.03;205.53;64.36;451.3;181.93;45.13;376.3;0;3;Centre;ouvrée
2025-07-22T04:55:00;57682;58488;2698;57745;0.999;49.96;187.4;42.96;437.5;206.39;53.67;488.3;0;3;Sud;ouvrée
2025-07-22T04:56:00;57692;58160;2372;57740;0.999;49.97;142.86;39.45;330.5;152.57;28.63;322.5;0;3;Sud;ouvrée
2025-07-22T04:57:00;57701;58116;1905;57733;0.999;49.97;243.33;49.33;597.4;164.43;70.23;471.8;0;2;Nord;ouvrée
2025-07-22T04:58:00;57710;58008;2454;57763;0.999;50.03;163.17;49.17;382.9;192.56;39.1;463.9;0;5;Est;ouvrée
2025-07-22T04:59:00;57720;57889;1557;57741;1.0;50.03;182.26;57.7;506.3;210.3;43.8;470.6;0;4;Sud;ouvrée
2025-07-22T05:00:00;57729;58393;1670;57753;1.0;50.01;210.75;42.25;548.1;142.67;26.44;425.6;0;4;Centre;ouvrée
2025-07-22T05:01:00;57738;58252;1756;57764;1.0;50.03;164.1;63.68;400.6;175.78;49.86;494.2;0;4;Centre;ouvrée
2025-07-22T05:02:00;57747;57989;1788;57774;1.0;49.97;155.19;69.67;375.0;187.08;33.94;400.7;0;4;Sud;ouvrée
2025-07-22T05:03:00;57755;57996;1577;57777;1.0;50.01;136.28;49.61;327.6;177.45;46.02;535.7;0;2;Est;ouvrée
2025-07-22T05:04:00;57764;58196;2489;57817;0.999;50.0;221.63;62.5;563.8;118.08;39.56;377.3;0;4;Nord;ouvrée
2025-07-22T05:05:00;57772;58606;1896;57803;0.999;50.03;183.64;39.44;481.8;192.53;34.22;421.8;0;2;Est;ouvrée
2025-07-22T05:06:00;57780;58228;2141;57820;0.999;50.0;287.82;60.75;515.9;217.98;36.96;495.6;0;3;Ouest;ouvrée
2025-07-22T05:07:00;57788;57988;1771;57815;1.0;49.99;170.17;60.47;382.1;182.92;47.26;455.5;0;4;Sud;ouvrée
2025-07-22T05:08:00;57796;58247;1271;57810;1.0;50.02;172.36;58.63;409.7;154.22;32.19;408.3;0;4;Ouest;ouvrée
2025-07-22T05:09:00;57804;58249;2108;57842;0.999;50.03;183.04;49.84;471.3;167.17;37.51;466.9;0;4;Sud;ouvrée
2025-07-22T05:10:00;57811;57772;1235;57825;1.0;49.98;207.29;20.46;549.2;224.25;51.63;569.0;0;4;Nord;ouvrée
2025-07-22T05:11:00;57819;58308;1972;57853;0.999;50.0;185.89;43.58;472.5;202.75;71.02;441.7;0;2;Est;ouvrée
2025-07-22T05:12:00;57826;58280;1452;57844;1.0;49.97;218.37;43.74;526.6;196.0;49.78;500.1;0;3;Est;ouvrée
2025-07-22T05:13:00;57833;58473;2794;57901;0.999;49.93;170.64;40.22;557.7;188.91;35.83;386.8;0;2;Sud;ouvrée
2025-07-22T05:14:00;57840;58710;2364;57889;0.999;50.01;158.55;51.22;493.1;163.47;41.33;487.8;0;4;Centre;ouvrée
2025-07-22T05:15:00;57847;58573;2042;57883;0.999;50.02;146.05;45.81;396.7;174.99;45.32;461.7;0;5;Ouest;ouvrée
2025-07-22T05:16:00;57854;58300;2505;57908;0.999;50.01;133.29;41.75;324.8;178.05;41.51;492.7;0;3;Est;ouvrée
2025-07-22T05:17:00;57861;58139;1661;57884;1.0;49.94;184.46;39.41;475.4;193.74;54.03;594.8;0;2;Est;ouvrée
2025-07-22T05:18:00;57867;58882;2217;57909;0.999;49.99;190.97;42.84;403.0;217.72;47.17;584.7;0;3;Sud;ouvrée
2025-07-22T05:19:00;57873;58385;2079;57911;0.999;49.93;181.06;61.21;555.6;207.96;54.08;518.8;0;5;Centre;ouvrée
2025-07-22T05:20:00;57879;58382;2105;57918;0.999;50.04;237.3;43.39;654.7;144.52;41.86;355.8;0;4;Ouest;ouvrée
2025-07-22T05:21:00;57885;58380;2508;57940;0.999;49.97;236.84;44.85;497.6;185.6;58.26;379.9;0;2;Centre;ouvrée
2025-07-22T05:22:00;57891;58431;2292;57936;0.999;50.04;189.96;45.43;467.2;198.42;43.34;492.1;0;5;Centre;ouvrée
2025-07-22T05:23:00;57897;58368;2115;57935;0.999;50.03;146.18;53.39;329.1;195.47;35.29;446.8;0;5;Sud;ouvrée
2025-07-22T05:24:00;57902;58287;1338;57918;1.0;49.97;183.0;54.56;364.1;164.27;66.77;428.6;0;2;Centre;ouvrée
2025-07-22T05:25:00;57908;58298;1615;57930;1.0;49.97;182.01;19.55;498.2;252.85;26.75;545.1;0;5;Ouest;ouvrée
2025-07-22T05:26:00;57913;58406;1950;57946;0.999;50.01;180.29;60.22;456.4;148.07;37.61;296.2;0;3;Nord;ouvrée
2025-07-22T05:27:00;57918;58309;2037;57954;0.999;49.97;179.07;64.36;463.5;152.92;38.73;376.1;0;3;Nord;ouvrée
2025-07-22T05:28:00;57923;58280;1547;57943;1.0;50.0;180.4;39.5;596.8;185.84;70.08;562.5;0;3;Ouest;ouvrée
2025-07-22T05:29:00;57927;58449;2964;58003;0.999;49.99;188.4;40.28;490.0;232.92;63.07;660.7;0;5;Sud;ouvrée
2025-07-22T05:30:00;57932;58381;2606;57991;0.999;49.95;180.93;45.5;407.5;159.1;59.94;403.7;0;4;Est;ouvrée
2025-07-22T05:31:00;57937;58737;2240;57980;0.999;49.93;206.25;42.44;483.0;173.35;41.69;430.3;0;2;Sud;ouvrée
2025-07-22T05:32:00;57941;57911;2028;57976;0.999;50.01;210.81;52.24;489.2;206.93;69.26;498.7;0;5;Ouest;ouvrée
2025-07-22T05:33:00;57945;58663;1915;57977;0.999;49.98;172.68;30.53;453.0;179.55;48.68;445.5;0;2;Centre;ouvrée
2025-07-22T05:34:00;57949;58698;1619;57972;1.0;49.98;238.13;38.82;648.5;171.63;54.77;451.3;0;4;Nord;ouvrée
2025-07-22T05:35:00;57953;58038;2030;57988;0.999;50.02;170.6;65.39;368.1;194.14;46.8;557.6;0;4;Centre;ouvrée
2025-07-22T05:36:00;57957;58388;2103;57995;0.999;50.04;151.47;40.72;403.8;186.81;44.51;467.0;0;2;Sud;ouvrée
2025-07-22T05:37:00;57960;58386;1503;57980;1.0;49.99;211.42;62.43;509.8;205.76;42.48;435.2;0;2;Ouest;ouvrée
2025-07-22T05:38:00;57963;58182;2133;58003;0.999;49.99;175.48;53.55;429.9;212.29;42.9;492.5;0;5;Nord;ouvrée
2025-07-22T05:39:00;57967;58311;1937;57999;0.999;50.02;209.64;31.91;443.1;187.68;51.08;461.4;0;3;Ouest;ouvrée
2025-07-22T05:40:00;57970;58248;1236;57983;1.0;49.96;127.89;56.35;285.1;187.29;48.67;434.1;0;4;Nord;ouvrée
2025-07-22T05:41:00;57973;58823;1655;57996;1.0;50.01;241.77;48.82;721.2;185.35;44.69;512.8;0;4;Nord;ouvrée
2025-07-22T05:42:00;57975;58663;1834;58005;0.999;50.02;220.17;45.45;646.4;192.23;60.1;542.1;0;4;Nord;ouvrée
2025-07-22T05:43:00;57978;58732;2755;58044;0.999;50.02;154.99;52.45;361.3;181.38;15.33;529.4;0;3;Sud;ouvrée
2025-07-22T05:44:00;57981;58625;2222;58023;0.999;49.94;155.64;54.75;392.2;179.98;50.1;481.6;0;3;Ouest;ouvrée
2025-07-22T05:45:00;57983;58257;1465;58001;1.0;49.98;250.17;57.08;663.2;209.92;52.18;584.9;0;3;Est;ouvrée
2025-07-22T05:46:00;57985;58380;2194;58027;0.999;49.97;177.88;61.78;394.6;217.9;56.47;494.8;0;5;Est;ouvrée
2025-07-22T05:47:00;57987;58585;1381;58004;1.0;50.0;174.97;54.08;427.4;142.31;44.35;399.5;0;3;Est;ouvrée
2025-07-22T05:48:00;57989;58245;2433;58040;0.999;50.01;132.02;36.24;327.9;180.25;47.08;530.4;0;3;Ouest;ouvrée
2025-07-22T05:49:00;57991;58633;1811;58019;1.0;50.04;189.48;45.26;431.6;162.78;54.86;341.2;0;5;Centre;ouvrée
2025-07-22T05:50:00;57992;58444;1962;58025;0.999;49.99;193.17;79.43;506.7;172.23;59.91;481.8;0;4;Ouest;ouvrée
2025-07-22T05:51:00;57994;58419;2530;58049;0.999;49.99;221.46;57.24;462.9;190.06;41.99;490.3;0;2;Nord;ouvrée
2025-07-22T05:52:00;57995;58637;1485;58014;1.0;50.03;158.03;73.69;438.2;196.74;47.67;488.7;0;5;Centre;ouvrée
2025-07-22T05:53:00;57996;58585;1441;58014;1.0;50.01;154.39;63.95;356.7;177.2;61.79;548.3;0;4;Nord;ouvrée
2025-07-22T05:54:00;57997;58425;1766;58024;1.0;50.04;213.53;52.42;452.7;132.17;23.76;299.2;0;2;Nord;ouvrée
2025-07-22T05:55:00;57998;58730;2415;58048;0.999;50.01;230.2;53.01;695.2;155.87;38.1;378.5;0;3;Ouest;ouvrée
2025-07-22T05:56:00;57998;58282;1392;58015;1.0;49.97;152.87;49.63;399.3;202.41;59.66;442.0;0;4;Est;ouvrée
2025-07-22T05:57:00;57999;58622;867;58005;1.0;49.96;232.45;32.62;508.5;111.49;55.93;322.2;0;4;Centre;ouvrée
2025-07-22T05:58:00;57999;58618;1819;58028;1.0;49.95;201.13;50.18;439.3;209.69;50.22;544.7;0;3;Sud;ouvrée
2025-07-22T05:59:00;57999;58438;2220;58042;0.999;50.02;232.75;62.11;594.6;193.03;40.51;505.4;0;3;Est;ouvrée
2025-07-22T06:00:00;57999;58565;2480;58052;0.999;50.04;197.89;44.0;544.8;212.9;36.18;541.5;0;3;Sud;ouvrée
2025-07-22T06:01:00;57999;58249;1814;58028;1.0;50.06;124.33;54.12;277.7;175.04;39.09;569.6;0;4;Ouest;ouvrée
2025-07-22T06:02:00;57999;58684;1835;58028;0.999;50.03;195.44;58.52;425.6;128.46;60.48;333.2;0;2;Centre;ouvrée
2025-07-22T06:03:00;57999;58462;2461;58051;0.999;50.03;231.8;40.9;678.3;190.76;38.72;618.0;0;2;Ouest;ouvrée
2025-07-22T06:04:00;57998;58394;1252;58012;1.0;49.98;173.19;45.49;509.7;211.87;46.01;532.4;0;4;Sud;ouvrée
2025-07-22T06:05:00;57997;58707;1844;58027;0.999;49.97;188.36;39.82;458.0;203.12;37.46;742.5;0;4;Nord;ouvrée
2025-07-22T06:06:00;57997;58356;2076;58034;0.999;50.03;194.72;41.78;451.3;163.43;53.43;568.6;0;4;Ouest;ouvrée
2025-07-22T06:07:00;57995;58214;2179;58036;0.999;50.01;113.01;37.12;293.5;182.17;39.61;432.8;0;3;Centre;ouvrée
2025-07-22T06:08:00;57994;58183;1796;58022;1.0;50.0;250.14;41.0;576.4;166.68;44.02;472.6;0;3;Ouest;ouvrée
2025-07-22T06:09:00;57993;58614;2013;58028;0.999;50.01;172.96;64.19;474.5;159.52;28.17;482.5;0;3;Est;ouvrée
2025-07-22T06:10:00;57991;58235;1004;58000;1.0;50.01;215.17;40.85;731.2;203.88;28.87;459.7;0;5;Ouest;ouvrée
2025-07-22T06:11:00;57990;58841;1736;58016;1.0;50.04;197.4;51.26;521.1;150.06;45.08;378.6;0;4;Sud;ouvrée
2025-07-22T06:12:00;57988;58072;2181;58029;0.999;50.04;237.73;44.97;589.7;157.65;31.75;372.2;0;3;Ouest;ouvrée
2025-07-22T06:13:00;57986;58825;1607;58008;1.0;50.02;212.18;61.79;549.4;152.4;66.05;410.0;0;3;Centre;ouvrée
2025-07-22T06:14:00;57984;58526;2023;58019;0.999;50.03;192.95;63.11;564.1;142.74;24.38;277.7;0;4;Ouest;ouvrée
2025-07-22T06:15:00;57982;58462;2178;58023;0.999;50.02;173.19;58.64;560.1;183.66;37.0;525.1;0;4;Ouest;ouvrée
2025-07-22T06:16:00;57979;58370;1862;58009;0.999;49.99;223.94;53.06;598.3;209.04;45.17;447.4;0;3;Centre;ouvrée
2025-07-22T06:17:00;57977;58557;2068;58014;0.999;50.02;143.8;47.69;323.2;175.38;41.35;465.3;0;5;Ouest;ouvrée
2025-07-22T06:18:00;57974;58467;1614;57997;1.0;49.96;219.38;38.08;474.0;142.36;33.96;478.9;0;4;Centre;ouvrée
2025-07-22T06:19:00;57971;58692;1917;58003;0.999;50.03;167.03;69.44;363.6;201.0;35.42;497.3;0;4;Sud;ouvrée
2025-07-22T06:20:00;57968;58491;2244;58012;0.999;49.96;237.57;42.4;661.4;222.14;35.09;561.3;0;5;Centre;ouvrée
2025-07-22T06:21:00;57965;58495;2062;58002;0.999;50.01;204.84;56.64;598.4;163.84;42.13;500.4;0;4;Sud;ouvrée
2025-07-22T06:22:00;57962;58389;1765;57989;1.0;49.97;219.32;60.6;516.3;168.04;64.52;503.3;0;4;Sud;ouvrée
2025-07-22T06:23:00;57958;58447;2089;57996;0.999;50.02;202.46;44.45;468.9;192.89;45.78;509.3;0;5;Centre;ouvrée
2025-07-22T06:24:00;57955;58516;2285;58000;0.999;50.0;147.43;60.38;351.0;220.55;56.83;554.9;0;3;Ouest;ouvrée
2025-07-22T06:25:00;57951;58109;1180;57963;1.0;49.95;174.18;57.64;582.0;167.0;50.07;651.2;0;3;Est;ouvrée
2025-07-22T06:26:00;57947;58177;2463;57999;0.999;50.01;220.17;67.28;617.3;146.69;56.14;339.0;0;5;Centre;ouvrée
2025-07-22T06:27:00;57943;58592;1865;57973;0.999;49.98;205.0;45.31;514.4;195.79;17.0;551.1;0;4;Ouest;ouvrée
